GID_GRUMP	GEONAMEIDS	ASCIINAMES	GEONAME_POP	GRUMP_POP
61561	3533079	Aldama	12292	14123
61562	1271847	Gadarwara	41420	37139
61563	1785725	Yunfu	2612800	112331
61564	3567995	"Bahia Honda"	19834	27751
61565	3548529	Madruga	33798	21160
61568	1185920	Tungipara	62210	41074
61572	3985710|3986172|8858141|8858156	"Cabo San Lucas|Las Palmas|Las Veredas|San Jose del Cabo"	113159	40162
61593	1269177	Jashpurnagar	22607	19584
61594	1278466	Arambagh	60639	55050
61595	1254912	Tarakeswar	30475	30491
61596	1271142	Gobardanga	43808	40821
61605	1278774	Amlagora	19038	34210
61607	1805935	Jiazi	130298	48361
61621	1261754|1267794	Kareli|Narsimhapur	75319	69859
61622	3557378	Gueines	68935	59482
61625	1273687	Dahod	83966	78474
61629	4006622	"Escuinapa de Hidalgo"	28248	31859
61631	1264398	Mahemdavad	32504	28602
61632	1270568|7302861	"Ashoknagar Kalyangarh|Habra"	250772	125381
61635	3542965	Quivican	12919	21368
61636	1263824	Mandvi	47853	29945
61641	1805857	Jieshi	137444	37267
61643	3568312	Artemisa	68073	59133
61644	3555907	Jovellanos	47164	41071
61648	1264344	Mahudha	16828	16030
61650	1256124	Singur	19402	31262
61651	1185171	Mehendiganj	39424	28389
61671	3534761	"Union de Reyes"	33646	29467
61710	2478216	Tamanrasset	73128	68980
61712	1269053	Jhabua	34135	29912
61713	3541440	"Sagua la Grande"	62073	53569
61714	286987|287814	Izki|Nizwa	108279	87772
61716	3544393	Perico	24073	21255
61718	3980586	Valparaiso	10545	12301
61725	1271107	Godhra	131913	119845
61732	1266809	Kheda	24767	22302
61733	1259924|1271464	Gaurela|Pendra	27219	12419
61734	1185260|1336135	"Bhatpara Abhaynagar|Khulna"	1384992	1146673
61737	1798480|1799869	Nanning|Pumiao	865478	1470808
61742	3979844|3981145|4005509	Guadalupe|Trancoso|Zacatecas	223110	146459
61743	1262775	Morbi	118022	115353
61745	1277950|1349229	Baduria|Gurdaha	62650	72926
61753	3563843	Colon	63882	54174
61754	1272733	Dholka	54977	53588
61756	1269939	Hoshangabad	109358	85206
61762	1274699	Chandrakona	21855	20109
61768	3544607	"Pedro Betancourt"	26761	25416
61787	1268799|1269300	Jamshedpur|Jugsalai	665748	1117524
61789	1255349	Surendranagar	179628	200445
61790	1185111	Satkhira	128918	89714
61791	3567655	Batabano	13832	21068
61793	1262292	Nadiad	202067	226695
61794	1253805|1273665	Dakor|Umreth	57821	55893
61795	1273104	"Devgadh Bariya"	19703	18726
61797	1191139	Phultala	37985	35935
61803	1253315	Vejalpur	121610	107717
61809	6949678	"Taitung City"	109584	91640
61816	1803551	Lingcheng	54848	258786
61822	1268007	Kannod	15870	14797
61823	1271346	Ghatal	54658	50461
61825	1336136	Bhola	99079	81399
61827	1586185	"Thanh Pho Cao Bang"	41112	27724
61834	1274890	Chakradharpur	40599	37582
61836	1795928	Shanwei	165699	503451
61838	3528756	"Ciudad Mante"	79981	83142
61842	1261721	Nasrullahganj	18265	17008
61850	3564114	Cifuentes	40142	19302
61866	3540680	"San Cristobal"	59579	48287
61868	3988169	"Salinas de Hidalgo"	13973	11031
61869	6414184	Fatikchari	33200	58666
61873	3534094	Vinales	27129	13259
61879	1256246	Simdega	38732	33056
61881	1185156|1336137	Barisal|Nalchiti	240945	343571
61890	1252958	Wankaner	47814	46592
61896	4004024	"Jerez de Garcia Salinas"	43064	42151
61908	1272892	Dhar	82438	73935
61909	1265233	Lakhnadon	15589	14019
61920	1266847	Khategaon	23405	20467
61921	1278703	Amta	16753	31317
61946	103035	Rabigh	41759	41216
61948	1785781	Yulin	148485	490785
61949	3546882	"Minas de Matahambre"	34419	20057
61950	3548993	"Los Palacios"	25703	28483
61951	3536640	"Santo Domingo"	45476	38668
61953	1263852	Mandla	45184	44956
61954	1185138	Pirojpur	54418	52215
61955	1269653	Itarsi	100574	120144
61956	3559416	Encrucijada	26155	33774
61957	1272699	Dhrol	26496	19973
61962	1254675	Than	42508	35617
61963	1260141	Pathalgaon	15394	10725
61965	1296736	Shwebo	88914	83092
61971	1274928	Chaibasa	66252	62383
61984	3566134	Calimete	23255	21800
61987	1253482|1267862|1278685	"Anand|Karamsad|Vallabh Vidyanagar"	202970	215961
61988	1256990	Satwas	12115	10262
61994	1269743|1273066|1276400|7279595	Betma|Dewas|Indore|Pithampur	2180127	1820041
61995	1189638	Raojan	25708	20909
62003	286245	Sur	71152	66681
62004	1264912	Limbdi	41740	39742
62032	3556437	"Jaguey Grande"	54363	44054
62036	3563559	"Consolacion del Sur"	69857	52212
62037	1262382|1271319	Ghatsila|Mushabani	72779	97384
62039	1210565	Burhanuddin	45670	11451
62041	3542455|3566356	Caibarien|Remedios	73248	36135
62043	1259841	Petlad	51819	51116
62044	1576303	"Lao Cai"	36502	69992
62053	1268339|1270474	Halol|Kalol	71670	86541
62056	1185167	Morrelgonj	31647	22979
62079	1274881	Chakulia	14952	14023
62095	1256823	"Seoni Malwa"	28334	25701
62138	4014795	Cerritos	13453	15045
62141	1269317|1276627	Bedi|Jamnagar	513383	455723
62151	1268990	Jhargram	57796	52199
62155	3544091	"Pinar del Rio"	186990	160056
62161	1275230	Borsad	60271	55863
62162	1262116	Nainpur	22336	16717
62194	1272970	Dhandhuka	30049	13280
62198	3569546	"Aguada de Pasajeros"	23606	25511
62200	1261066	Okha	21048	15724
62214	1256333	Sikka	19404	33928
62227	1665196|1668341|1668355|1668399|1668467|1670029|1670310|1671566|1672551|1673820|1675151|1678228|6696918|7601921	"Banqiao|Daxi|Douliu|Hsinchu|Kaohsiung|Keelung|Lugu|Nantou|Puli|Taichung|Tainan|Taipei|Taoyuan City|Zhongxing New Village"	13377059	18340855
62230	3982168|4019819	Acaponeta|Tecuala	33485	61799
62231	3537906|3542744|3559235	"Esperanza|Ranchuelo|Santa Clara"	304669	218956
62233	1277581	"Bali Chak"	12957	20625
62236	1254309|1256409|1256422|1256639|1257354|1258126|1258546|1260482|1262131|1264543|1264614|1266179|1266945|1268257|1268293|1268341|1268715|1269910|1270396|1270484|1271495|1271871|1272243|1274784|1275004|1276058|1276320|1276832|1277065|1277082|1277100|127724	"Aistala|Baidyabati|Baj Baj|Bali|Bankra|Bansbaria|Barakpur|Baranagar|Barasat|Baruipur|Bhadreswar|Bhatpara|Chakapara|Chandannagar|Dam Dam|Dhulagari|Dumjor|Fort Gloster|Garui|Halisahar|Haora|Hugli|Kalna|Kalyani|Kamarhati|Kanchrapara|Khardah|Kolkata|Konnagar"	11717302	16218728
62241	3533826	Yaguajay	42218	36311
62245	1270375	Harda	67387	60415
62251	3980140	Villanueva	11138	11103
62252	3541999	Rodas	19212	16801
62280	3563145	Cruces	24906	18765
62282	1267090	Khambhat	81328	80362
62323	1812057	Xinyi	98259	276779
62329	1263220|1266976	Kharagpur|Medinipur	373014	481867
62330	1348944	Jafarpur	14798	130543
62331	1274984	Canning	42132	29031
62332	1257638	Salaya	30228	26082
62334	1278889	Amarwara	13258	11721
62336	1255046	Tamluk	48646	45393
62337	1185239	Sarankhola	36470	32628
62340	3547930	Mantua	10797	12650
62342	3543961	Placetas	55408	91062
62344	1274285	"Chhota Udepur"	24517	22688
62345	1258815	Rajpur	26443	24648
62346	1266122	Korba	419146	116563
62352	1266051	Kota	15582	14907
62353	1349357	Nabagram	34728	25878
62363	1264757	Lormi	12857	11972
62380	1265830	Kuchaiburi	23072	21410
62418	1272140	Dwarka	35837	32736
62419	1793700	Taishan	145440	294683
62421	1263940	Manawar	27637	24951
62423	1253573|1260911	Padra|Vadodara	1445975	1490782
62433	1260556	Pandaria	13875	12225
62435	1205481	"Uttar Char Fasson"	48305	17030
62441	3557758	Guane	16548	17444
62444	1789273|1790437|1794947|1795055|1795060|1795184|1795565|1795842|1806299|1806696|1807301|1809858|1811103|1812545|1813812|1814082|1818209|1818446|1818673|1818920|1819050|1819609|1821274	"Daliang|Danshui|Dasha|Dongguan|Foshan|Guangzhou|Humen|Jiangmen|Kowloon|Macau|Sai Kung|Sanshui|Shaping|Sha Tin|Shenzhen|Shilong|Shiqi|Shiqiao|Shiwan|Tai Po|Tsuen Wan|Tuen Mun|Zhuhai"	38534803	34372336
62451	3998291	Loreto	19779	22877
62454	1265752	Kukshi	26183	23843
62455	1185270	Bandarban	32523	34574
62468	1270827	Gua	11388	10638
62475	1185148|1205733	Chittagong|Patiya	3971582	3280491
62481	3564394	Chambas	24114	23411
62483	1267091	Khambhaliya	38121	36177
62484	1268450	Kalavad	26287	24446
62485	1253162	Vinchia	12355	11976
62486	1264368	Mahishadal	17988	44842
62492	1272657	"Diamond Harbour"	40095	36704
62510	1260368|1269377	Jamai|Parasia	62027	82871
62511	1275218	Botad	117053	96248
62512	1277247	Banposh	10430	490524
62514	1257481	Sanawad	36455	33668
62516	1269094	Jaynagar-Majilpur	24510	23172
62518	1814786	Yangchun	153547	270912
62520	3516355|3523149|3530594|3532870|3533005|3824166	"Altamira|Anahuac|Ciudad Madero|Miramar|Tampico"	934740	677568
62522	3547976	Manicaragua	41532	38880
62525	1263850	Mandleshwar	12049	11086
62526	1277533	Baloda	12038	10809
62531	3562827	Cumanayagua	38687	31702
62532	1266710	Khirkian	18498	15902
62544	3545040|3564124	Cienfuegos|Palmira	209722	184228
62545	1256719|1258847	Rajkot|Shahpur	1190229	893556
62546	1255212	Takhatpur	17859	16646
62565	1264385|1267558	Kasrawad|Maheshwar	42984	37681
62578	1811729	Encheng	110921	152339
62587	3558744	Fomento	19991	20639
62588	3546434	Moron	66060	49998
62589	1308522	Monywa	182011	170593
62590	1277776	Baihar	16168	15194
62605	1256826	Seoni	101379	87326
62615	1255437	Sundargarh	41705	37650
62616	1336133	Satkania	52005	67571
62620	1261242|1275354|1278026	"Bada Barabil|Bolanikhodan|Noamundi"	85370	103344
62627	1273006	Dhamnod	29681	31145
62633	1262484	Mungeli	27698	27403
62642	3982912|3985606|8858078	"San Luis Potosi|Soledad de Graciano Sanchez|Soledad Diez Gutierrez"	1126725	819893
62644	1274304	Chhindwara	134847	120034
62645	1278588	Anjad	24286	22367
62647	3521941	Panuco	35316	27591
62649	1276810	Barwani	47343	42288
62651	1276983	Barghat	11219	10197
62654	1269239|1274837	Champa|Janjgir	74085	51134
62655	1257673	Sakti	21561	19962
62656	1344377	Haldia	170695	173599
62662	3531574	Cardenas	15331	14300
62664	1269179	Jasdan	43861	37942
62665	1269350	Jambusar	41594	14676
62668	1267369	Kawardha	35238	30979
62692	1309937	"Pyin Oo Lwin"	117303	102398
62709	1271839	Gadhada	28611	26344
62710	3516347|3530582	"Ciudad Valles|Tamuin"	124252	116557
62712	1275637	Bilaspur	282705	285969
62716	1279144	Akaltara	21333	29419
62717	1266872	Kharsia	18256	17252
62719	1797551	Qinzhou	100996	368611
62721	3988361	"Estacion Ruiz"	12745	18294
62732	1270994	Gondal	101801	94924
62735	1278775	Amla	29995	29557
62738	3556334	Jatibonico	19644	23820
62745	1676242	Hengchun	31288	14299
62750	1276147	Bhanvad	20823	19420
62774	5848280	Kapa'a	10699	51737
62776	1259005	Raigarh	121278	109387
62779	1276389	Betul	91953	91127
62781	3520235|3530596	"Ciudad Fernandez|Rio Verde"	78525	86063
62782	3545867	"Nueva Gerona"	20264	65936
62786	1272101	Egra	32832	24643
62788	3563609	Condado	38248	28060
62789	1810295	Gaozhou	166069	394245
62796	1258819	Rajpipla	35392	34865
62797	1275978	Bhikangaon	15321	14094
62807	3559318	Esmeralda	20274	19523
62808	1276013	Bhayavadar	19458	17873
62814	3540667|3557432|3566603	"Cabaiguan|Guayos|Sancti Spiritus"	186584	139746
62824	4016086	Calvillo	19663	22577
62826	3564178	"Ciego de Avila"	142027	112404
62827	1576633	"Thanh Pho Lang Son"	55981	79694
62836	1267031	Khandwa	182841	169996
62841	1277661	Balaghat	80360	73636
62843	1269413	Jaleshwar	23280	20983
62844	1298482|1311874	Mandalay|Sagaing	1286838	1229085
62847	1563287	"Thanh Pho Tuyen Quang"	36430	55385
62852	1266928	Khargon	94985	84745
62854	3984074	"Santa Maria del Rio"	12097	13438
62864	3534915	Trinidad	60206	35597
62867	3987402	"Tlaltenango de Sanchez Roman"	14240	17718
62869	1262534	Multai	22029	20986
62873	1344069	Contai	88702	77781
62874	3551184	"La Sierpe"	16937	10382
62875	3534432	Venezuela	16601	20718
62876	1267538	Katangi	15321	14613
62877	1252946	Waraseoni	23800	22842
62880	1806408	Yangjiang	399735	505287
62882	1253736	Upleta	56354	55249
62892	1269065|1269070	Jetalsar|Jetpur	132839	101363
62898	1272720	Dhoraji	81445	80900
62899	1265022	Lathi	22745	20548
62902	1266433	Kochinda	14081	13482
62909	1276084	Bhatapara	51751	49865
62919	3988651|4003995|4019233|4021296	"Aguascalientes|Jesus Gomez Portugal (Margaritas)|Jesus Maria|Rincon de Romos"	737463	516476
62920	1268977|1275194	Brajarajnagar|Jharsuguda	158913	149974
62922	1276100	Bharuch	153528	83903
62923	1260548	Pandhana	11626	10319
62924	3567823	Baragua	15268	18638
62926	1276478	Bemetara	24910	22877
62927	3980168|3983636	"Santiago Ixcuintla|Villa Hidalgo"	29441	37241
62929	1273593	Damnagar	17766	16326
62932	1256854	Sendhwa	54530	47943
62933	1653894	Phongsali	13500	16114
62934	1560349	"Yen Bai"	96540	68442
62946	1266746	Khetia	15021	13996
62947	1271734	Gandai	12475	10698
62948	1277530	"Baloda Bazar"	25235	22365
62953	1260447	Pansemal	11183	13235
62969	1253381|1256343|1276032	Bhavnagar|Sihor|Vartej	617852	539008
62971	1276265	Bhainsdehi	16400	14676
62981	1256974	Sausar	26704	23664
62987	4004148	Jalpa	13686	13806
62991	1258534|1259395	Porbandar|Ranavav	164883	130151
62997	1265415	Kutiyana	16877	16720
62998	1256245	Simga	12944	12839
63005	7279597	Barbil	52586	51086
63015	1316703	Kyaukse	50480	45628
63021	1278715	Amreli	99742	88162
63023	1260543	Pandhurna	43630	40308
63037	1257242	Sarangarh	14615	14164
63057	1804120	Lianjiang	100341	79487
63058	1566319	"Thanh Pho Thai Nguyen"	133877	217943
63069	3545841	Nuevitas	54022	38177
63076	1278553	Ankleshwar	74742	244482
63077	1256750	Shahada	58402	48789
63082	1574507	"Mong Cai"	72960	87654
63093	3516019	"Tempoal de Sanchez"	12558	12709
63095	1255104	Taloda	26293	24530
63119	1271533	Gariadhar	35692	29343
63130	4006783	"Encarnacion de Diaz"	21861	23993
63132	1260707	Palitana	55913	51136
63133	3987246	"San Felipe"	26072	34808
63136	3558771	Florida	63007	52659
63137	3546894	Minas	20863	20823
63140	1263943|1277202	Bantva|Manavadar	44156	42104
63141	1277924	Bagasra	32944	31448
63158	1261402	Nilgiri	15462	14701
63166	1268773	Junagadh	184447	165717
63167	1252919	Warud	47817	59188
63181	1307835	Myingyan	141713	126713
63206	3981941	Tepic	280592	295995
63207	1257542|1270059|1275050	Burla|Hirakud|Sambalpur	230980	216091
63209	1261517	"Nepa Nagar"	32611	31530
63210	1258229|1277599	Balasore|Remuna	144640	168052
63211	3982034	Teocaltiche	22646	23716
63212	1336134	"Cox's Bazar"	253788	144882
63213	1803842|1816705	Beihai|Lianzhou	360991	739287
63215	1270990	Gondia	124897	118569
63218	1267174	Khairagarh	15734	14975
63241	1274874	Chalala	17081	16523
63247	1800829	Wuchuan	104168	304537
63250	1258553	Ramtek	23404	18835
63252	1583477	"Dien Bien Phu"	40282	34850
63262	1254080	Tumsar	43218	41962
63263	1257307	Saoner	29638	38894
63264	3994912	Nochistlan	15613	17996
63267	1261931	Nandurbar	100703	92522
63272	1255175	Talaja	29948	25400
63275	4002224	"Lagos de Moreno"	84677	81522
63276	3516271	Tantoyuca	103610	26570
63279	1253105	Visavadar	18382	17923
63280	1256475	Shirpur	69540	60145
63283	1272411	Dondaicha	46018	41568
63284	1302439	Pakokku	126938	116321
63285	1567681	"Son La"	19054	30001
63290	1272861	Dhari	29346	28522
63291	1265605	Kundla	76809	73069
63293	1276988	Bargarh	68670	81574
63306	1257259	Saraipali	18394	16692
63317	5847486|5848189|5850554|5851030|5851349|5852275|5853965|5853992|5854189|5854530|5854686|5854717|5855051|5855070|5855319|5855327|5856195|7262761|7262790|7262791	"Ewa Beach|'Ewa Gentry|Halawa|Halawa Heights|Honolulu|Kailua|Kane'ohe|Makakilo|Makakilo City|Mililani Town|Nanakuli|Pearl City, Manana|Royal Kunia|Schofield Barracks|Village Park|Wahiawa|Waianae|Waimalu|Waipahu|Waipi'o"	768192	880370
63320	3548099	Manati	13278	12287
63321	104515|105343|109417	"Al Jumum|Jeddah|Mecca"	4213277	3964153
63322	3985620|3985621	"San Luis de la Paz"	97235	55051
63323	1267227	Keshod	68518	62202
63329	3521344	"Platon Sanchez"	10169	10694
63333	1267461	Katol	41893	36402
63336	1591527	"Bac Giang"	53728	132809
63342	1255705	Soro	29797	27349
63343	1562820	"Viet Tri"	93475	114719
63362	1258307	Raver	26635	25813
63363	1256720|1275068	Burhanpur|Shahpur	222065	211070
63371	3985865	"San Juan de los Lagos"	45671	42770
63373	4013085	Compostela	16162	17966
63374	3516385	Tamazunchale	21532	56315
63376	1273992	Chopda	65598	59749
63377	3521108	Progreso	47124	39508
63378	1279390	Achalpur	111278	106869
63379	1274674	"Chandur Bazar"	18780	17417
63380	1268344	Kalmeshwar	19386	11935
63394	3534363|3566067	Camaguey|Vertientes	377266	276057
63407	1276870	Barpali	20202	20918
63411	1278458	Arang	17503	10585
63418	3522804|3531321	"Cerro Azul|Naranjos"	39321	45779
63419	3543299	"Puerto Padre"	76838	58084
63420	1263752	Mangrol	58989	54110
63421	3979982	"Yahualica de Gonzalez Gallo"	14971	16996
63423	1591449	"Bac Ninh"	43564	93192
63424	3999162	"Las Varas"	12837	12044
63426	3556268	"Jesus Menendez"	51002	15981
63428	3515504	Tizimin	41993	45439
63432	1255762	Songadh	25269	21884
63433	1252773	Yaval	32881	31544
63434	1256959|1271975	Faizpur|Savda	44437	42824
63435	1278580	Anjangaon	54999	50403
63436	1276191	Bhandara	90183	84208
63438	4004153	Jalostotitlan	22407	24842
63439	4023117	"Dolores Hidalgo Cuna de la Independencia Nacional"	59240	51578
63443	1258980|1265660|1272181|1275971	Bhilai|Durg|Kumhari|Raipur	1598750	2122792
63451	3526952	"Huejutla de Reyes"	40015	35029
63455	1567621	"Son Tay"	40636	72145
63457	1784990	Zhanjiang	637790	685829
63464	1276731	Basudebpur	31827	28645
63495	3558315	Gibara	27603	26195
63497	1279094	Akot	86917	79434
63498	1264414	Mahasamund	50441	46518
63500	107968|410096	"Ash Shafa|Ta'if"	603038	673230
63503	1276151	Bhanpuri	17270	16066
63509	1258831	"Raj Nandgaon"	150755	142403
63515	1253640|1255364|1257901|1261050|1266087|1267492|1268667|1277022|1278707	Amroli|Bardoli|Kadod|Kathor|Kosamba|Olpad|Sachin|Surat|Utran	3076283	3625290
63516	1253074	Vyara	38168	53805
63525	3557923	Guaimaro	39358	35054
63533	1269406	"Jalgaon Jamod"	27794	95868
63538	3522924	Motul	21109	16662
63542	1262180|1268205	Kamthi|Nagpur	2314231	2430216
63543	4004267	"Ixtlan del Rio"	21646	37012
63544	3531673|3822723	"Alfredo V. Bonfil|Cancun"	552196	147513
63545	1278931	Amalner	97369	90241
63548	1276325	Bhadrakh	98648	103049
63550	1253403|1275778	Bhusawal|Varangaon	227068	212457
63552	3985323	"San Miguel el Alto"	22204	22531
63555	1563241	"Thanh Pho Uong Bi"	63829	37221
63559	3985797	"San Julian"	12752	14682
63563	1258795	Rajula	34652	31945
63564	1272874	Dharangaon	33718	33499
63565	1254787	Telhara	21146	18404
63567	1278335	Arvi	41837	40321
63569	1586357	"Cam Pha Mines"	135477	124120
63575	3986088	"San Jose Iturbide"	16702	18755
63577	3563856	Colombia	20096	22755
63583	1269407	Jalgaon	429298	112855
63584	3550598	"Las Tunas"	203684	142521
63587	1272400	Dongargaon	12505	11374
63592	3526662	Izamal	14954	15863
63593	1269439	Jalalpur	17325	201779
63595	1580410	"Thanh Pho Ha Long"	148066	115462
63596	1581130|1581364	"Ha Dong|Hanoi"	1482147	2740543
63598	3567869	Banes	53104	44168
63602	1581326	"Thanh Pho Hai Duong"	58030	165578
63605	3526838	Hunucma	22288	24756
63612	1272025	Erandol	30931	64317
63620	1273434	Daryapur	35782	34106
63630	5849996	Lahaina	11704	17918
63631	3556078	Jobabo	49403	18771
63633	3985344	"San Miguel de Allende"	69811	61105
63637	1260274	Parola	37001	34128
63639	3983058|3986984|3988462|3996299|3996595|3998655|4005270|8858096|8858107	"Centro Familiar la Soledad|Guanajuato|La Ermita|Leon|Marfil|Medina|Romita|San Francisco del Rincon|Silao"	1427754	1228102
63643	1264071	Malkapur	64812	60180
63644	1275818	Bhuban	20478	18593
63646	3515011|3824536	"Alto Lucero|Tuxpan de Rodriguez Cano"	149405	76041
63657	1185095	Teknaf	40557	38937
63659	1309793	Meiktila	177442	159359
63663	3981885	Tequila	25283	20444
63677	1253237	Veraval	163326	201355
